p_val	avg_log2FC	pct.1	pct.2	p_val_adj	name	loci
0.00454490414162704	-0.0523803255146147	0.038	0.06	1	Zfp938	other
0.00455852847321266	-0.122977726100807	0.029	0.049	1	Gprasp2	other
0.00456028545595732	-0.192629333368219	0.038	0.06	1	Lrrc45	other
0.00456089677672983	-0.0440815943334236	0.071	0.101	1	Gtf2f2	other
0.00456157018641748	0.226834260038974	0.131	0.178	1	Vamp4	other
0.00456314926028808	-0.229548143694161	0.049	0.074	1	Gm42659	other
0.00456369289870896	-0.16766391367235	0.009	0.021	1	Omd	other
0.00456487404261588	0.0983604020318372	0.026	0.044	1	Atp6v0c-ps2	other
0.0045694810051479	-0.123766424014522	0.029	0.049	1	Ada	other
0.00457536125742948	-0.266933652057004	0.044	0.068	1	Naga	other
0.00457781328078057	0.228491629775601	0.119	0.164	1	Mrpl58	other
0.00457802480759481	-0.00923339966650105	0.116	0.157	1	Ctnnbip1	other
0.0045823578866653	1.58120689292801	0.026	0.011	1	Samd3	other
0.00458654051266906	-0.119329140255691	0.07	0.099	1	Rragd	other
0.00460039375638434	0.143620115942497	0.079	0.112	1	Gm37105	other
0.00460125426079412	0.1103963495474	0.111	0.152	1	Zfp830	other
0.00460213812104893	-0.319519952439204	0.021	0.037	1	Smtn	other
0.004604877838959	0.134398349266359	0.165	0.22	1	Senp1	other
0.00461028640880988	-0.0366087233662546	0.039	0.062	1	Asf1b	other
0.00461207925714555	0.0159460255105643	0.095	0.133	1	Dhx16	other
0.00461876549361939	-1.21130297922556	0.006	0.016	1	Gm47167	other
0.00462380245499539	-0.0751166109810328	0.031	0.051	1	Bicral	other
0.00463085340797519	0.0450507991874507	0.087	0.122	1	Immp1l	other
0.00463128077223674	-0.126095491029543	0.062	0.091	1	Sbk1	other
0.00463135283922322	-0.34741910048566	0.012	0.025	1	Calcrl	other
0.00464085582539449	-0.36357966909389	0.012	0.025	1	Atg4c	other
0.00464091306218494	0.125400440373465	0.216	0.285	1	Cep164	other
0.00464660600028458	-0.0150353192806008	0.038	0.061	1	B4galt2	other
0.00464731653037374	0.100289453820652	0.232	0.302	1	Ppp1cb	other
0.00465137374527417	-0.0948608749809514	0.054	0.081	1	Smpd2	other
0.00465477795071	2.17341526834482	0.024	0.01	1	3110004A20Rik	other
0.00465551679909763	-0.100153235895451	0.058	0.086	1	Nt5c	other
0.0046620228785676	-0.0345676349221873	0.032	0.052	1	Plpp2	other
0.00467359981860955	-0.104952700277128	0.031	0.051	1	Shisa5	other
0.00468299070121243	0.0577357770787823	0.031	0.051	1	Vps18	other
0.00468791189403522	-0.88832568011304	0.006	0.016	1	Zfp119b	other
0.0046910770647901	-0.988766959881781	0.006	0.016	1	Lrrc3b	other
0.00470792078171531	0.261041024579091	0.12	0.164	1	Yaf2	other
0.00471818407195438	0.127400186416681	0.146	0.196	1	Hira	other
0.0047218042529876	0.0765458882564642	0.029	0.048	1	Spata1	other
0.00473561443536344	0.0865205890105809	0.152	0.204	1	Mrpl50	other
0.0047469077051731	-0.104101583333805	0.085	0.118	1	Cdadc1	other
0.00474790904412587	0.0716518008638358	0.042	0.066	1	Gm10762	other
0.00475937078405489	0.0595248464055272	0.272	0.353	1	Ext1	other
0.00476132731485332	-0.290974635336617	0.015	0.03	1	Tbc1d22a	other
0.00477442961558024	-0.128351842987469	0.015	0.03	1	Gm26353	other
0.00478111638288432	-1.21287341310747	0.004	0.012	1	St8sia1	other
0.00478708087812865	-0.0580801860462561	0.056	0.084	1	Baz1a	other
0.00480054946988458	-1.02741323885413	0.004	0.012	1	Gm20075	other
0.00480401583428757	0.0561873516314874	0.251	0.331	1	Cggbp1	other
0.00480974094998749	0.100963456456739	0.206	0.271	1	Tmem160	other
0.00482005374501177	0.104850906102813	0.166	0.219	1	Rfc4	other
0.0048205450303947	-0.178106710871758	0.015	0.03	1	Zeb2os	other
0.00482211004345732	-0.222180589573198	0.021	0.037	1	Lin37	other
0.004827875877228	-0.936163178984962	0.004	0.012	1	Hey2	other
0.0048317190861388	-0.15304035640896	0.021	0.037	1	Gamt	other
0.00483276893881363	-0.627430452659671	0.017	0.032	1	Fhod3	other
0.00483570923193573	-0.95333946622574	0.004	0.012	1	Gm7497	other
0.00483963022011586	-0.861685727217238	0.004	0.012	1	Gm26586	other
0.0048428322662069	0.127274683364002	0.089	0.125	1	Gm19366	other
0.00484355408463729	-0.846971554412852	0.004	0.012	1	Alx3	other
0.00484957402305137	-0.425252544385574	0.016	0.031	1	Fsbp	other
0.00485534295469425	-0.552918052582668	0.004	0.012	1	A930004D18Rik	other
