"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Eno1",1.62165620747258e-196,0.50733521528427,0.995,0.974,5.2851397457739e-192,"1","Eno1"
"Plaat3",3.53997424629392e-195,2.00525161681375,0.3,0.08,1.15371300660965e-190,"1","Plaat3"
"Kif1a",1.58978644235246e-194,2.27619419426324,0.236,0.051,5.18127299427092e-190,"1","Kif1a"
"Iqgap1",3.77723171741162e-191,1.24151203453021,0.678,0.371,1.23103758902162e-186,"1","Iqgap1"
"Uqcr11",5.5937344797754e-190,0.524544092532581,0.994,0.967,1.8230540043036e-185,"1","Uqcr11"
"Bex4",9.67784065479486e-190,0.783610815765333,0.908,0.662,3.15410504780419e-185,"1","Bex4"
"Gstt2",2.19551429681129e-188,1.98269990542986,0.274,0.069,7.15540064473766e-184,"1","Gstt2"
"1700019D03Rik",5.13573680834229e-185,2.28317649411564,0.217,0.045,1.67378798320683e-180,"1","1700019D03Rik"
"Oxct1",5.18394844029873e-185,1.29126732453246,0.571,0.261,1.68950063617776e-180,"1","Oxct1"
"Spint1",4.43229684527313e-181,1.65101112200208,0.349,0.109,1.44452986484296e-176,"1","Spint1"
"Ifi30",8.583346946532e-180,1.48923973058024,0.398,0.137,2.79739860334425e-175,"1","Ifi30"
"Ap3b2",5.22643375819736e-179,2.17161358741087,0.237,0.055,1.7033470261341e-174,"1","Ap3b2"
"Cox6b2",1.17425920175189e-178,0.994817834724159,0.804,0.506,3.82702816442959e-174,"1","Cox6b2"
"Pmepa1",1.69761303233214e-178,2.09102435463757,0.247,0.059,5.53269063367369e-174,"1","Pmepa1"
"B3gnt7",3.27550122608193e-173,1.46125763045871,0.389,0.134,1.06751860459236e-168,"1","B3gnt7"
"Dhrs7",5.25686664630681e-172,1.73161686952469,0.336,0.106,1.71326540869785e-167,"1","Dhrs7"
"Stx3",1.69255629696389e-170,1.43673383073616,0.376,0.127,5.516210227435e-166,"1","Stx3"
"Ly6e",1.11760396667723e-168,1.22309113987567,0.58,0.276,3.64238308779775e-164,"1","Ly6e"
"Epha1",5.22595019230841e-168,1.41637900638381,0.403,0.145,1.70318942717524e-163,"1","Epha1"
"Snhg14",3.47420716679026e-166,1.28043725529761,0.584,0.293,1.13227885772861e-161,"1","Snhg14"
"Tgfbr3",1.68358308917636e-163,1.97129144441431,0.247,0.063,5.48696564593467e-159,"1","Tgfbr3"
"Pycard",3.12272680179958e-161,1.20097318201246,0.617,0.32,1.0177278919745e-156,"1","Pycard"
"Kcnk1",2.92017484839886e-155,1.75145212020596,0.293,0.089,9.51714184841673e-151,"1","Kcnk1"
"Gm2830",5.35389278607786e-154,1.36839500080167,0.462,0.195,1.74488719791063e-149,"1","Gm2830"
"Nkx1-2",7.96367595650546e-153,1.08367052271858,0.568,0.27,2.59544163098469e-148,"1","Nkx1-2"
"Rtl8b",1.24961750324836e-152,1.37296736508834,0.474,0.208,4.07262840483674e-148,"1","Rtl8b"
"Eci1",1.29948508971594e-152,1.1353069268999,0.59,0.298,4.23515185589322e-148,"1","Eci1"
"Rbmxl2",3.29917526880159e-152,1.62847561672116,0.239,0.062,1.07523421185513e-147,"1","Rbmxl2"
"Map7d3",1.13203548624988e-151,1.77946401828592,0.293,0.091,3.68941685323699e-147,"1","Map7d3"
"Pgap1",5.82124242582362e-149,1.94841775260854,0.25,0.07,1.89720111900018e-144,"1","Pgap1"
"Utp14b",6.75957767699663e-149,1.25488882158063,0.606,0.333,2.20301396070997e-144,"1","Utp14b"
"Dstn",2.06405365009636e-144,0.839495406802697,0.856,0.67,6.72695725102906e-140,"1","Dstn"
"Acot13",4.00302493703394e-144,1.07596794939315,0.62,0.333,1.30462585722873e-139,"1","Acot13"
"Cenpx",2.1953506861155e-142,0.698014151828565,0.914,0.732,7.15486742111902e-138,"1","Cenpx"
"Car2",2.45511368707371e-142,1.33625365513433,0.403,0.16,8.00146101754192e-138,"1","Car2"
"Lefty1",3.02951718058831e-141,1.56890154108618,0.255,0.074,9.87349944325535e-137,"1","Lefty1"
"Gm49359",9.45424174185444e-140,1.46999865538595,0.688,0.424,3.08123192608778e-135,"1","Gm49359"
"Dsg2",4.08077195452113e-139,1.92894981777079,0.217,0.057,1.32996438769798e-134,"1","Dsg2"
"Ezr",3.66354407883117e-138,0.954186368741886,0.642,0.347,1.19398565073187e-133,"1","Ezr"
"Fgf5",7.31717877981548e-138,1.76211811335751,0.205,0.051,2.38474173612966e-133,"1","Fgf5"
"Echdc2",9.5921925983862e-138,1.21821779092937,0.45,0.193,3.12619148974005e-133,"1","Echdc2"
"Ucp2",1.54603079530398e-137,1.21024546015382,0.464,0.206,5.03866896497521e-133,"1","Ucp2"
"Mirg",2.87835337976443e-137,1.14886948069518,0.512,0.244,9.38084149999026e-133,"1","Mirg"
"Tubb4b",1.12995598021841e-133,0.596158761935248,0.956,0.837,3.68263953512982e-129,"1","Tubb4b"
"Cdx11",1.68984495155709e-133,0.661464773115423,0.803,0.481,5.5073736816197e-129,"1","Cdx1"
"Skil",8.15325620685667e-133,1.2314027344251,0.483,0.226,2.65722773037666e-128,"1","Skil"
"Rtl8a1",1.89610726995914e-131,1.15105457657922,0.493,0.231,6.17960320352382e-127,"1","Rtl8a"
"Igdcc4",1.24047272780361e-130,1.93313487415279,0.2,0.051,4.04282466718475e-126,"1","Igdcc4"
"Gpx4",6.73148815633314e-129,0.666879928993749,0.889,0.732,2.19385930503053e-124,"1","Gpx4"
"Tsix",4.63555481321505e-127,1.5477424043844,0.27,0.088,1.51077366917492e-122,"1","Tsix"
"Kif21a",7.88447058062973e-127,1.2974027479729,0.372,0.15,2.56962780693303e-122,"1","Kif21a"
"Arhgef5",3.92842770357856e-126,1.53316533174497,0.284,0.096,1.28031387287329e-121,"1","Arhgef5"
"Cyb5r1",4.85232143734306e-126,1.20273049537921,0.453,0.208,1.58142007964448e-121,"1","Cyb5r1"
"Gadd45g",2.62640237069594e-124,1.14532933666792,0.345,0.133,8.55970796633514e-120,"1","Gadd45g"
"Rif1",3.2056990235624e-124,0.706188757416534,0.863,0.701,1.04476936876922e-119,"1","Rif1"
"Gm37899",2.97849908153463e-122,1.02417460173124,0.522,0.261,9.7072263566295e-118,"1","Gm37899"
"Tpd52l1",6.45827070075409e-122,1.3504870851948,0.391,0.167,2.10481500408277e-117,"1","Tpd52l1"
"Ebp",1.16819954204508e-119,0.958488919181223,0.631,0.366,3.80727912747911e-115,"1","Ebp"
"B4galt5",8.68792609421861e-118,1.65936499922878,0.243,0.078,2.83148199336679e-113,"1","B4galt5"
"Plcg2",1.55445420645919e-117,1.71369860034351,0.221,0.066,5.06612170427116e-113,"1","Plcg2"
"Mapkapk3",2.74171680009679e-117,1.85792750936721,0.209,0.06,8.93552922319543e-113,"1","Mapkapk3"
"Ddx21",5.22506782817288e-117,0.517335658937519,0.969,0.879,1.70290185587982e-112,"1","Ddx21"
"Hook1",1.06698414966687e-116,1.30694487457005,0.366,0.153,3.4774080421793e-112,"1","Hook1"
"Mcc",2.47420057786584e-116,1.13865211457205,0.475,0.232,8.06366710332255e-112,"1","Mcc"
"Rgs17",4.72993512288133e-115,1.35266422619991,0.32,0.123,1.54153315589825e-110,"1","Rgs17"
"Pltp",6.15375654123144e-115,1.72059475674733,0.227,0.071,2.00557079435274e-110,"1","Pltp"
"Slc29a1",7.20876482611809e-115,1.27909578183701,0.357,0.146,2.34940854448015e-110,"1","Slc29a1"
"Pla2g1b",1.97197944402898e-113,1.16682162869073,0.323,0.123,6.42687820603485e-109,"1","Pla2g1b"
"Rai14",1.39688881028351e-112,1.14573155260212,0.487,0.248,4.55260032159498e-108,"1","Rai14"
"Snhg11",1.210264048211e-110,1.14305026596294,0.426,0.198,3.94437155952446e-106,"1","Snhg11"
"Nme3",3.76980451824996e-110,0.824176974004826,0.696,0.427,1.22861699054284e-105,"1","Nme3"
"Hes6",1.50466243619271e-108,0.980661200653889,0.547,0.296,4.90384534579568e-104,"1","Hes6"
"Cep170b",1.33056397262246e-107,1.59435847288483,0.229,0.074,4.33644104317387e-103,"1","Cep170b"
"Syngr1",1.58515701128424e-107,1.54326010762433,0.221,0.07,5.16618521547647e-103,"1","Syngr1"
"Card19",1.92111392244756e-107,1.39638712986325,0.278,0.101,6.26110238464883e-103,"1","Card19"
"Glt1d1",1.92813631003887e-107,1.61727543953838,0.22,0.069,6.2839890480477e-103,"1","Glt1d1"
"Helz",2.25751002220217e-107,0.836236310533048,0.701,0.46,7.35745091335908e-103,"1","Helz"
"Ccng1",7.83439765899206e-105,0.657032358280203,0.815,0.581,2.5533085410421e-100,"1","Ccng1"
"Lin28a",3.80883079863963e-104,0.586428110508487,0.867,0.649,1.24133604558464e-99,"1","Lin28a"
"Plp2",8.08379159138732e-104,1.00914916831049,0.48,0.241,2.63458851754904e-99,"1","Plp2"
"Pdlim1",6.24223497289311e-102,1.5402125388324,0.231,0.078,2.03440680001559e-97,"1","Pdlim1"
"Spint2",1.8283374666711e-101,0.898392330756763,0.489,0.245,5.95873463762779e-97,"1","Spint2"
"Hsd17b11",2.06614605579249e-101,1.60007288141445,0.214,0.069,6.7337766104333e-97,"1","Hsd17b11"
"Sort1",3.30787144780852e-101,1.06853817230927,0.449,0.223,1.07806838355527e-96,"1","Sort1"
"Impa2",7.2833834401082e-101,1.15737649582814,0.398,0.186,2.37372749696566e-96,"1","Impa2"
"Dtd1",1.5498893603982e-100,0.918887789174096,0.563,0.319,5.05124441447376e-96,"1","Dtd1"
"Tubb6",2.20128414896481e-99,0.797971493346133,0.675,0.438,7.17420516989121e-95,"1","Tubb6"
"Eef1akmt1",1.12583939190304e-98,0.613652644315616,0.843,0.639,3.6692231621512e-94,"1","Eef1akmt1"
"Stim1",5.48646307177377e-98,1.67135837913828,0.203,0.064,1.78809317972179e-93,"1","Stim1"
"Tfe3",8.01593173800748e-97,1.32482208129013,0.319,0.137,2.61247231273402e-92,"1","Tfe3"
"Oat",3.0872755726844e-96,0.672353951548854,0.753,0.523,1.00617398189357e-91,"1","Oat"
"Dcaf4",1.54485746377876e-95,1.12590268070776,0.394,0.189,5.03484496020137e-91,"1","Dcaf4"
"Foxo1",2.93296824555381e-95,1.18797891397117,0.293,0.116,9.55883680908444e-91,"1","Foxo1"
"Aldh9a1",5.24840101840751e-95,1.02238638562906,0.443,0.223,1.71050637590919e-90,"1","Aldh9a1"
"Hspb1",1.76820673913787e-94,0.990378591331139,0.222,0.075,5.76276258352424e-90,"1","Hspb1"
"Cstb",2.55197215800226e-94,0.695439472773788,0.818,0.633,8.31713246014516e-90,"1","Cstb"
"Zdbf2",7.50575846990494e-94,0.686556160033057,0.83,0.664,2.44620174292672e-89,"1","Zdbf2"
"Bscl2",5.13855541300358e-93,1.29077925050555,0.29,0.117,1.674706594652e-88,"1","Bscl2"
"Sat1",7.01823219801847e-93,1.05435727958168,0.373,0.173,2.2873120556562e-88,"1","Sat1"
"Gpd2",7.20460919657437e-93,0.855516937821403,0.55,0.312,2.34805418325555e-88,"1","Gpd2"
"Igfbp3",8.72467009832014e-93,1.53005766996129,0.277,0.11,2.84345723174352e-88,"1","Igfbp3"
"Hk2",9.11569375345865e-93,0.704621464550774,0.746,0.533,2.97089575118971e-88,"1","Hk2"
"Foxb11",1.38330536089157e-92,0.652459678975292,0.674,0.413,4.5083305016817e-88,"1","Foxb1"
"Atp5l",9.78656847212964e-92,0.972406262455334,0.483,0.256,3.18954053075177e-87,"1","Atp5l"
"Rbis",1.86436038717713e-91,0.574624843667469,0.847,0.652,6.076136937849e-87,"1","Rbis"
"Foxh11",5.17838942950514e-91,0.641376451365839,0.526,0.269,1.68768889897002e-86,"1","Foxh1"
"Zic5",6.92762893341157e-91,0.889368121419084,0.499,0.269,2.25778354568817e-86,"1","Zic5"
"Lrp81",1.44220728052649e-90,0.939344682903945,0.464,0.243,4.70029774796388e-86,"1","Lrp8"
"Zfp992",2.48931470485329e-89,1.18349098859664,0.316,0.137,8.11292555458735e-85,"1","Zfp992"
"Tpd52",6.89928867013159e-89,0.861141334335914,0.505,0.274,2.24854717048259e-84,"1","Tpd52"
"Dst",9.65814108679539e-89,0.673155193082287,0.77,0.573,3.14768476159748e-84,"1","Dst"
"Sqstm1",2.94929925175502e-88,0.919904554838069,0.484,0.265,9.61206119139479e-84,"1","Sqstm1"
"Hmgn5",6.25302153304667e-88,0.69403455120701,0.756,0.551,2.03792224783524e-83,"1","Hmgn5"
"Asl",7.49986586673913e-88,1.12805822081495,0.335,0.15,2.44428128462895e-83,"1","Asl"
"Rspo1",7.83180509586148e-88,1.26704937251879,0.236,0.087,2.55246359879222e-83,"1","Rspo1"
"Gmfg",1.28276738677382e-87,1.38790294347687,0.247,0.094,4.18066719023456e-83,"1","Gmfg"
"Pgm1",1.60087351912862e-87,1.00332688803523,0.337,0.149,5.21740688619209e-83,"1","Pgm1"
"Uap1l1",2.47032647907283e-87,1.17540477000634,0.332,0.15,8.05104102794627e-83,"1","Uap1l1"
"Pir",2.8233893076174e-87,1.09290211668745,0.352,0.163,9.20170809245587e-83,"1","Pir"
"Isyna1",3.73094229814653e-87,0.781312335153131,0.616,0.38,1.21595140438893e-82,"1","Isyna1"
"Stard10",4.25625322649403e-86,1.35760784535502,0.244,0.093,1.38715548904667e-81,"1","Stard10"
"Aspscr1",7.4220823579456e-85,0.766566591306588,0.625,0.389,2.41893086127805e-80,"1","Aspscr1"
"Evx1",2.47790074923938e-84,1.08314164846847,0.312,0.135,8.07572633184608e-80,"1","Evx1"
"Ydjc",2.52830493923376e-84,1.27906393806617,0.259,0.103,8.23999862745676e-80,"1","Ydjc"
"Fah",5.48228496988305e-84,1.12627601208484,0.303,0.13,1.78673149453458e-79,"1","Fah"
"Jmjd1c",8.88040182716817e-84,0.885509289974464,0.554,0.334,2.89421175949238e-79,"1","Jmjd1c"
"Pdk1",2.32519552304968e-83,0.97940911372968,0.406,0.205,7.57804472917121e-79,"1","Pdk1"
"Aldh21",2.90370440161743e-83,0.5100612689565,0.83,0.604,9.46346301531135e-79,"1","Aldh2"
"Glrx2",2.91806558365026e-82,0.63356176266362,0.767,0.571,9.51026754367456e-78,"1","Glrx2"
"Bcat1",4.81559748787426e-82,0.789194668326984,0.544,0.318,1.5694513772731e-77,"1","Bcat1"
"Tcfl5",1.96611116500798e-81,1.00009254840091,0.352,0.165,6.40775289787751e-77,"1","Tcfl5"
"Plekha1",2.13319450102698e-81,0.933507236273606,0.453,0.247,6.95229419829702e-77,"1","Plekha1"
"Taok3",4.32671806462778e-81,1.51438614453056,0.204,0.073,1.41012068444284e-76,"1","Taok3"
"Egr1",4.53638597396283e-81,0.889483808300187,0.359,0.172,1.47845355277423e-76,"1","Egr1"
"B830012L14Rik",5.86046243571916e-81,0.934249240628696,0.393,0.196,1.90998331242523e-76,"1","B830012L14Rik"
"Lgalsl",9.99054698750401e-81,0.986056240353081,0.408,0.21,3.25601916869743e-76,"1","Lgalsl"
"Fasn",1.94566143491563e-80,0.62952813817176,0.757,0.567,6.34110518253354e-76,"1","Fasn"
"Tanc1",2.23493250781898e-80,1.2404804769233,0.266,0.11,7.28386853623283e-76,"1","Tanc1"
"Snord107",3.94157883102865e-80,1.35027614277023,0.229,0.088,1.28459995682055e-75,"1","Snord107"
"Epha2",2.21519137061646e-79,1.24037976470354,0.238,0.093,7.21953019597609e-75,"1","Epha2"
"Cox17",3.25796801937662e-79,0.51179440331459,0.897,0.775,1.06180435719503e-74,"1","Cox17"
"Gcat",7.42791156493749e-79,0.676165646563972,0.676,0.447,2.42083065812878e-74,"1","Gcat"
"Nefm",3.61030039359329e-78,0.753395476965261,0.243,0.095,1.17663300127599e-73,"1","Nefm"
"Tcf7",8.02931060898807e-78,0.882362436015345,0.483,0.271,2.6168326205753e-73,"1","Tcf7"
"Fam169a",1.02318554996025e-75,0.882891092058357,0.443,0.24,3.33466402587545e-71,"1","Fam169a"
"Hprt",2.00331341267374e-75,0.61932485201652,0.686,0.446,6.52899874324497e-71,"1","Hprt"
"Clybl",3.68751939972529e-75,0.937465245254672,0.37,0.184,1.20179944756447e-70,"1","Clybl"
"Gbx21",7.05812605380057e-75,0.831402891095077,0.508,0.3,2.30031386219414e-70,"1","Gbx2"
"Pak1",1.20325884051718e-74,0.816965976942708,0.567,0.358,3.92154088712953e-70,"1","Pak1"
"Dipk2a",1.39194933249442e-74,1.17677193586298,0.312,0.147,4.53650206953256e-70,"1","Dipk2a"
"Strbp",1.58697679277946e-73,0.606772141245026,0.764,0.576,5.17211606534754e-69,"1","Strbp"
"Idh3a",1.65294853170659e-73,0.756612901904965,0.578,0.362,5.38712455968495e-69,"1","Idh3a"
"Vat1",1.38708824531281e-72,1.14448260297002,0.254,0.107,4.52065930029898e-68,"1","Vat1"
"Terf1",1.59551004380614e-72,0.698043509364268,0.626,0.416,5.19992678376858e-68,"1","Terf1"
"Irf2bpl",1.60487106889816e-72,1.21187808950934,0.231,0.093,5.23043530064601e-68,"1","Irf2bpl"
"Col18a1",3.09248051701661e-72,0.727382064194022,0.556,0.34,1.00787032530088e-67,"1","Col18a1"
"Zic2",3.06933802452604e-71,0.595953714717964,0.655,0.431,1.00032795557328e-66,"1","Zic2"
"Rbpms",2.03537648631501e-70,0.622829179037546,0.695,0.489,6.63349550654924e-66,"1","Rbpms"
"Trim6",3.52427964690515e-70,1.20678325729448,0.237,0.099,1.14859797972286e-65,"1","Trim6"
"Gm4322",9.52796209119016e-70,0.830134762758544,0.459,0.263,3.10525812513978e-65,"1","Gm4322"
"Pdpn",1.12612391167562e-69,1.34848302446389,0.207,0.081,3.670150440542e-65,"1","Pdpn"
"Arrdc4",1.56531051491461e-69,0.816615158542478,0.474,0.274,5.10150349915822e-65,"1","Arrdc4"
"Cbr31",7.34101665371787e-69,1.00220871782969,0.263,0.115,2.39251073761319e-64,"1","Cbr3"
"Tram1",1.11368134357339e-68,0.672549129045627,0.663,0.472,3.62959886684005e-64,"1","Tram1"
"Cdc42ep5",1.68696241843803e-68,0.818673275684457,0.369,0.187,5.4979792179314e-64,"1","Cdc42ep5"
"Crmp1",2.00494436200823e-68,0.893299331869999,0.323,0.155,6.53431417022102e-64,"1","Crmp1"
"Alcam",1.12516897381642e-67,1.14465038738863,0.225,0.092,3.66703820256511e-63,"1","Alcam"
"Hmox1",3.70246408578444e-67,1.05081970665353,0.28,0.129,1.20667007019801e-62,"1","Hmox1"
"Larp1",5.86202864298859e-67,0.587933653664216,0.753,0.576,1.91049375503641e-62,"1","Larp1"
"Zdhhc12",6.80541647778297e-67,0.916654314690785,0.376,0.199,2.21795328427425e-62,"1","Zdhhc12"
"Etv5",9.49075555367867e-67,0.727182675632324,0.45,0.25,3.09313214249942e-62,"1","Etv5"
"Acadm",2.17054112046668e-66,0.807664956071477,0.469,0.273,7.07401056571296e-62,"1","Acadm"
"Slc7a7",3.45388964632948e-66,1.1663226468358,0.208,0.083,1.12565717463524e-61,"1","Slc7a7"
"Orai3",8.36578704877568e-66,1.12142903607975,0.257,0.114,2.72649365706648e-61,"1","Orai3"
"Stmn3",1.3646384699905e-65,1.17858815786422,0.24,0.104,4.44749323754605e-61,"1","Stmn3"
"Tlcd1",3.73641944256919e-65,0.888679646563508,0.347,0.177,1.21773646052773e-60,"1","Tlcd1"
"Dab1",1.27392684255444e-64,1.11476370342424,0.253,0.113,4.15185497256918e-60,"1","Dab1"
"Tmem63b",1.96826508079283e-64,0.819558083011005,0.487,0.295,6.41477272481191e-60,"1","Tmem63b"
"Aff1",2.33203152591737e-64,1.18417539595104,0.21,0.085,7.6003239461173e-60,"1","Aff1"
"Ogdhl",8.95985144879647e-64,1.09765707948136,0.258,0.116,2.92010518567726e-59,"1","Ogdhl"
"Alpl1",6.93265929130778e-63,0.80972555768432,0.38,0.203,2.25942298963012e-58,"1","Alpl"
"Grn",7.18515944002368e-63,0.840507483668419,0.358,0.186,2.34171531309812e-58,"1","Grn"
"Ubc",9.21248394613483e-62,0.525132711913772,0.793,0.657,3.0024406428848e-57,"1","Ubc"
"Acsl3",2.60242207374258e-61,0.642287411187181,0.707,0.532,8.48155378053443e-57,"1","Acsl3"
"Comtd1",1.15232070598127e-60,0.905781723883372,0.35,0.186,3.75552841286357e-56,"1","Comtd1"
"Scly",1.8509067042552e-60,1.16881710897738,0.21,0.088,6.03229003983813e-56,"1","Scly"
"Me1",3.0528238765925e-60,1.01974146662503,0.267,0.125,9.94945829620262e-56,"1","Me1"
"Agtrap",1.65078133646951e-59,0.91092512910355,0.338,0.176,5.38006145368777e-55,"1","Agtrap"
"Pmvk",3.75746572109685e-59,0.594982057407485,0.673,0.473,1.22459565316267e-54,"1","Pmvk"
"Cebpb",4.26718075502235e-59,1.20558048483372,0.209,0.089,1.39071687986934e-54,"1","Cebpb"
"Pop1",5.80972247455424e-59,0.759865938655851,0.455,0.271,1.89344665168197e-54,"1","Pop1"
"Anxa7",1.61581028024335e-58,0.963962732552551,0.275,0.132,5.26608728434109e-54,"1","Anxa7"
"Smyd2",1.66245410598436e-58,0.73286073520118,0.477,0.295,5.41810417681364e-54,"1","Smyd2"
"Zfp428",2.86580422272639e-58,0.511871161246473,0.789,0.626,9.33994254228757e-54,"1","Zfp428"
"Avpi1",4.73433499038775e-57,0.840047478945471,0.382,0.215,1.54296711671727e-52,"1","Avpi1"
"Acot1",2.20902166178906e-56,1.13517150828731,0.217,0.096,7.19942249793673e-52,"1","Acot1"
"Lamtor4",8.7195484492278e-56,0.520735081891028,0.737,0.554,2.84178803508783e-51,"1","Lamtor4"
"1190007I07Rik",1.77243186909419e-55,0.765950923035462,0.447,0.267,5.77653270456488e-51,"1","1190007I07Rik"
"Abhd14a",6.9908857203707e-55,0.753533261537254,0.448,0.27,2.27839956512602e-50,"1","Abhd14a"
"Rac3",9.20096789651829e-55,0.733633593800991,0.429,0.254,2.99868744715428e-50,"1","Rac3"
"Eloa",2.39471792131901e-53,0.725180092689521,0.448,0.271,7.80462517737079e-49,"1","Eloa"
"Arhgdig",4.20286613692864e-53,1.00814326835766,0.237,0.111,1.36975610268641e-48,"1","Arhgdig"
"Lgals1",5.74207501148795e-53,0.596726117496087,0.516,0.322,1.87139966699404e-48,"1","Lgals1"
"Slc25a1",1.1558903309607e-52,0.596823672325098,0.594,0.407,3.76716217763402e-48,"1","Slc25a1"
"Traf3ip1",2.15084758172802e-52,0.980356364701226,0.252,0.123,7.00982735360979e-48,"1","Traf3ip1"
"Cc2d1b",2.28133885803819e-52,0.927125929201601,0.287,0.147,7.43511147223226e-48,"1","Cc2d1b"
"Pelp1",3.07771298119107e-52,0.536151125836268,0.703,0.538,1.00305743769998e-47,"1","Pelp1"
"Crot",3.2683773581698e-52,0.775508153687046,0.417,0.251,1.06519686480112e-47,"1","Crot"
"Ostf1",4.92295517660877e-52,0.982385467258968,0.248,0.12,1.60444032160856e-47,"1","Ostf1"
"Lsr",5.03354695185398e-52,0.62096660277555,0.489,0.304,1.64048328707873e-47,"1","Lsr"
"Plekha7",5.62014265832034e-52,0.796213016917214,0.337,0.183,1.83166069377318e-47,"1","Plekha7"
"Mnd1",1.05959593502765e-51,0.741704079777025,0.372,0.208,3.45332911184862e-47,"1","Mnd1"
"Rreb1",1.26148997275863e-51,0.853317306103134,0.335,0.184,4.11132197021766e-47,"1","Rreb1"
"Notum",1.36588705138218e-51,0.897875667227751,0.217,0.097,4.45156248915966e-47,"1","Notum"
"Mien1",1.45264636390127e-51,0.61228443151542,0.599,0.415,4.73431976459063e-47,"1","Mien1"
"Ide",2.23216959440847e-51,0.651498080684344,0.494,0.316,7.27486392513664e-47,"1","Ide"
"Polr3g",9.59652906420131e-51,0.660687868351619,0.508,0.329,3.12760478731385e-46,"1","Polr3g"
"Fuca1",3.70948776139509e-50,0.757876433015672,0.381,0.221,1.20895915631627e-45,"1","Fuca1"
"Gfer",4.39093359390215e-50,0.542331248841552,0.659,0.472,1.43104916758865e-45,"1","Gfer"
"Mrps34",4.71228636290006e-50,0.514886826726121,0.726,0.568,1.53578124853276e-45,"1","Mrps34"
"Slc16a3",5.48025625188878e-50,0.578421556783,0.512,0.324,1.78607031505307e-45,"1","Slc16a3"
"Vps13c",7.18629755365281e-50,0.935456408687075,0.244,0.118,2.34208623571099e-45,"1","Vps13c"
"Ckb",1.31612814624938e-49,0.681602065062211,0.35,0.195,4.28939324144135e-45,"1","Ckb"
"Ggct",1.94096417444751e-49,0.845142637664772,0.297,0.157,6.32579634094187e-45,"1","Ggct"
"Npdc1",2.10001451215923e-49,1.10303960896046,0.203,0.092,6.84415729657814e-45,"1","Npdc1"
"Ddit4l",2.37575431310676e-49,0.743040441588486,0.318,0.17,7.74282088184624e-45,"1","Ddit4l"
"Khk",2.68579952787591e-49,0.929103833571372,0.259,0.129,8.75328924130039e-45,"1","Khk"
"Tmem120a",3.3628167717654e-49,0.707214364336431,0.383,0.223,1.09597561408606e-44,"1","Tmem120a"
"Cmtm4",3.67050203705959e-49,0.837372347699738,0.309,0.166,1.19625331889809e-44,"1","Cmtm4"
"Pura",4.95108965796986e-49,0.63971698990338,0.497,0.32,1.61360963042896e-44,"1","Pura"
"Tet1",8.49023042911225e-49,0.648943646552395,0.501,0.329,2.76705099915197e-44,"1","Tet1"
"Pla2g12a",6.76297772036046e-48,0.564499509050339,0.62,0.436,2.20412206884268e-43,"1","Pla2g12a"
"Mta3",9.6643341416819e-48,0.726882121494204,0.349,0.198,3.14970314011555e-43,"1","Mta3"
"Acadl",1.04627329795231e-47,0.627060015164959,0.446,0.274,3.40990930535638e-43,"1","Acadl"
"Asna1",2.34339668094272e-47,0.507915104163662,0.671,0.489,7.63736412286042e-43,"1","Asna1"
"Mvb12a",2.46311493160044e-47,0.709530620351822,0.44,0.276,8.02753787357898e-43,"1","Mvb12a"
"Firre",2.84434733713554e-47,0.788957996848369,0.29,0.153,9.27001240645844e-43,"1","Firre"
"Dapk1",2.99104636626622e-47,0.569696313063246,0.501,0.322,9.74811921229823e-43,"1","Dapk1"
"Adgrl1",7.70198319589366e-47,0.764893311368801,0.363,0.211,2.5101533433737e-42,"1","Adgrl1"
"Lactb2",9.41047378826624e-47,0.697414688948416,0.405,0.246,3.06696751233385e-42,"1","Lactb2"
