"Sample","Distance_microns","Gray_Value"
"wt_4",200.274,28360.016
"wt_4",200.604,28028.312
"wt_4",200.933,28108.053
"wt_4",201.262,28120.924
"wt_4",201.592,27706.232
"wt_4",201.921,27450.689
"wt_4",202.251,27074.031
"wt_4",202.58,26775.91
"wt_4",202.909,26487.08
"wt_4",203.239,26383.328
"wt_4",203.568,26430.566
"wt_4",203.898,26650.826
"wt_4",204.227,26653.834
"wt_4",204.556,26720.697
"wt_4",204.886,26393.82
"wt_4",205.215,26108.592
"wt_4",205.545,26240.996
"wt_4",205.874,26053.273
"wt_4",206.203,26356.684
"wt_4",206.533,26137.789
"wt_4",206.862,26190.514
"wt_4",207.192,26203.643
"wt_4",207.521,26206.314
"wt_4",207.85,26108.357
"wt_4",208.18,25989.758
"wt_4",208.509,26085.193
"wt_4",208.839,25873.637
"wt_4",209.168,25902.23
"wt_4",209.497,25857.26
"wt_4",209.827,25947.162
"wt_4",210.156,26126.602
"wt_4",210.486,26006.805
"wt_4",210.815,25691.025
"wt_4",211.144,25745.877
"wt_4",211.474,25610.021
"wt_4",211.803,25532.396
"wt_4",212.133,25348.125
"wt_4",212.462,25071.131
"wt_4",212.791,25184.102
"wt_4",213.121,25035.498
"wt_4",213.45,25115.236
"wt_4",213.779,25045.26
"wt_4",214.109,24886.301
"wt_4",214.438,24867.432
"wt_4",214.768,24914.943
"wt_4",215.097,24921.547
"wt_4",215.426,24906.627
"wt_4",215.756,25040.904
"wt_4",216.085,25057.479
"wt_4",216.415,25190.541
"wt_4",216.744,25334.531
"wt_4",217.073,25530.781
"wt_4",217.403,25552.107
"wt_4",217.732,25551.18
"wt_4",218.062,25570.473
"wt_4",218.391,25517.826
"wt_4",218.72,25718.248
"wt_4",219.05,25787.795
"wt_4",219.379,25892.672
"wt_4",219.709,25914.465
"wt_4",220.038,25809.203
"wt_4",220.367,25745.537
"wt_4",220.697,25699.906
"wt_4",221.026,25605.988
"wt_4",221.356,25880.865
"wt_4",221.685,26098.955
"wt_4",222.014,26227.953
"wt_4",222.344,26591.75
"wt_4",222.673,26541.043
"wt_4",223.003,26521.373
"wt_4",223.332,26598.66
"wt_4",223.661,26564.779
"wt_4",223.991,26723.363
"wt_4",224.32,26731.814
"wt_4",224.65,26766.121
"wt_4",224.979,26613.281
"wt_4",225.308,26780.785
"wt_4",225.638,26648.83
"wt_4",225.967,26646.496
"wt_4",226.297,26638.869
"wt_4",226.626,26611.529
"wt_4",226.955,26772.576
"wt_4",227.285,26584.541
"wt_4",227.614,26796.289
"wt_4",227.944,26887.664
"wt_4",228.273,26924.703
"wt_4",228.602,27036.834
"wt_4",228.932,27151.486
"wt_4",229.261,27078.586
"wt_4",229.591,26910.23
"wt_4",229.92,26988.082
"wt_4",230.249,27025.441
"wt_4",230.579,26798.533
"wt_4",230.908,26545.395
"wt_4",231.238,26405.074
"wt_4",231.567,26225.205
"wt_4",231.896,25997.408
"wt_4",232.226,25884.201
"wt_4",232.555,25744.08
"wt_4",232.885,25519.963
"wt_4",233.214,25644.326
"wt_4",233.543,25294.424
"wt_4",233.873,25064.215
"wt_4",234.202,24935.58
"wt_4",234.532,24725.045
"wt_4",234.861,24382.277
"wt_4",235.19,24012.322
"wt_4",235.52,23902.438
"wt_4",235.849,23698.197
"wt_4",236.179,23581.859
"wt_4",236.508,23381.33
"wt_4",236.837,23375.502
"wt_4",237.167,23460.326
"wt_4",237.496,23724.77
"wt_4",237.826,23721.35
"wt_4",238.155,23887.051
"wt_4",238.484,24075.57
"wt_4",238.814,24271.762
"wt_4",239.143,24400.691
"wt_4",239.473,24348.676
"wt_4",239.802,24403.652
"wt_4",240.131,24480.145
"wt_4",240.461,24701.098
"wt_4",240.79,24772.744
"wt_4",241.12,24881.482
"wt_4",241.449,24895.084
"wt_4",241.778,25041.527
"wt_4",242.108,24909.467
"wt_4",242.437,24861.051
"wt_4",242.767,24804.615
"wt_4",243.096,24897.746
"wt_4",243.425,24653.439
"wt_4",243.755,24457.207
"wt_4",244.084,24170.576
"wt_4",244.414,24011.982
"wt_4",244.743,23844.074
"wt_4",245.072,23761.875
"wt_4",245.402,23754.051
"wt_4",245.731,23716.422
"wt_4",246.061,23761.424
"wt_4",246.39,24141.547
"wt_4",246.719,24347.25
"wt_4",247.049,24554.658
"wt_4",247.378,24717.535
"wt_4",247.708,24661.105
"wt_4",248.037,24931.258
"wt_4",248.366,25105.566
"wt_4",248.696,25115.445
"wt_4",249.025,25201.072
"wt_4",249.355,24953.498
"wt_4",249.684,24740.141
"wt_4",250.013,24666.756
"wt_4",250.343,24707.227
"wt_4",250.672,24578.021
"wt_4",251.001,24459.607
"wt_4",251.331,24381.318
"wt_4",251.66,24149.414
"wt_4",251.99,23960.207
"wt_4",252.319,24198.867
"wt_4",252.648,24017.217
"wt_4",252.978,24060.463
"wt_4",253.307,24000.115
"wt_4",253.637,24057.23
"wt_4",253.966,24137.051
"wt_4",254.295,24073.57
"wt_4",254.625,23997.148
"wt_4",254.954,24104.004
"wt_4",255.284,24345.758
"wt_4",255.613,24055.586
"wt_4",255.942,23947.529
"wt_4",256.272,23991.662
"wt_4",256.601,24120.943
"wt_4",256.931,23950.75
"wt_4",257.26,23702.738
"wt_4",257.589,23753.85
"wt_4",257.919,23788.758
"wt_4",258.248,23708.033
"wt_4",258.578,23544.664
"wt_4",258.907,23325.193
"wt_4",259.236,23140.354
"wt_4",259.566,23008.154
"wt_4",259.895,23023.58
"wt_4",260.225,22893.35
"wt_4",260.554,22786.199
"wt_4",260.883,22872.1
"wt_4",261.213,22610.322
"wt_4",261.542,22444.988
"wt_4",261.872,22317.543
"wt_4",262.201,22091.232
"wt_4",262.53,21977.557
"wt_4",262.86,21919.174
"wt_4",263.189,21831.865
"wt_4",263.519,21663.482
"wt_4",263.848,21632.156
"wt_4",264.177,21773.965
"wt_4",264.507,21990.391
"wt_4",264.836,22029.463
"wt_4",265.166,21982.842
"wt_4",265.495,22107.209
"wt_4",265.824,22446.648
"wt_4",266.154,22697.188
"wt_4",266.483,22729.93
"wt_4",266.813,22599.496
"wt_4",267.142,22963.688
"wt_4",267.471,22774.902
"wt_4",267.801,22651.4
"wt_4",268.13,22599.939
"wt_4",268.46,22563.27
"wt_4",268.789,22519.639
"wt_4",269.118,22383.338
"wt_4",269.448,22304.232
"wt_4",269.777,22296.961
"wt_4",270.107,22120.133
"wt_4",270.436,21974.865
"wt_4",270.765,22074.549
"wt_4",271.095,22413.152
"wt_4",271.424,22443.045
"wt_4",271.754,22597.668
"wt_4",272.083,22801.408
"wt_4",272.412,22898.758
"wt_4",272.742,22967.768
"wt_4",273.071,23040.635
"wt_4",273.401,23119.814
"wt_4",273.73,23059.535
"wt_4",274.059,22922.887
"wt_4",274.389,23009.529
"wt_4",274.718,22871.891
"wt_4",275.048,22724.971
"wt_4",275.377,22735.248
"wt_4",275.706,22662.354
"wt_4",276.036,22871.014
"wt_4",276.365,22951.461
"wt_4",276.695,22812.59
"wt_4",277.024,22818.455
"wt_4",277.353,22825.906
"wt_4",277.683,23210.643
"wt_4",278.012,23185.018
"wt_4",278.342,23183.314
"wt_4",278.671,23267.986
"wt_4",279,23375.697
"wt_4",279.33,23478.004
"wt_4",279.659,23400.637
"wt_4",279.989,23431.639
"wt_4",280.318,23581.254
"wt_4",280.647,23715.986
"wt_4",280.977,23772.348
"wt_4",281.306,23871.037
"wt_4",281.636,23741.717
"wt_4",281.965,23621.037
"wt_4",282.294,23557.045
"wt_4",282.624,23122.379
"wt_4",282.953,22933.744
"wt_4",283.283,22676.664
"wt_4",283.612,22412.541
"wt_4",283.941,22091.584
"wt_4",284.271,22124.172
"wt_4",284.6,21948.896
"wt_4",284.93,21513.383
"wt_4",285.259,21517.26
"wt_4",285.588,21323.799
"wt_4",285.918,21169.066
"wt_4",286.247,21157.553
"wt_4",286.577,21130.887
"wt_4",286.906,21074.646
"wt_4",287.235,21152.244
"wt_4",287.565,21055.678
"wt_4",287.894,21112.557
"wt_4",288.224,21133.156
"wt_4",288.553,20892.838
"wt_4",288.882,20781.033
"wt_4",289.212,20940.441
"wt_4",289.541,20930.188
"wt_4",289.87,20828.203
"wt_4",290.2,20995.135
"wt_4",290.529,21029.395
"wt_4",290.859,21110.193
"wt_4",291.188,21140.471
"wt_4",291.517,21399.865
"wt_4",291.847,21360.225
"wt_4",292.176,21287.562
"wt_4",292.506,21307.973
"wt_4",292.835,21017.604
"wt_4",293.164,21237.299
"wt_4",293.494,21227.969
"wt_4",293.823,21118.736
"wt_4",294.153,21119.053
"wt_4",294.482,21038.07
"wt_4",294.811,20776.924
"wt_4",295.141,20512.879
"wt_4",295.47,20304.477
"wt_4",295.8,20153.645
"wt_4",296.129,19803.369
"wt_4",296.458,19587.467
"wt_4",296.788,19578.475
"wt_4",297.117,19409.434
"wt_4",297.447,19266.305
"wt_4",297.776,19196.922
"wt_4",298.105,19096.299
"wt_4",298.435,19052.334
"wt_4",298.764,19207.709
"wt_4",299.094,19103.695
"wt_4",299.423,19018.969
"wt_4",299.752,18881.797
"wt_4",300.082,19004.768
"wt_4",300.411,18596.229
"wt_4",300.741,18578.455
"wt_4",301.07,18396.539
"wt_4",301.399,18354.867
"wt_4",301.729,18325.107
"wt_4",302.058,18279.246
"wt_4",302.388,18174.967
"wt_4",302.717,18256.809
"wt_4",303.046,18060.475
"wt_4",303.376,18236.975
"wt_4",303.705,18375.443
"wt_4",304.035,18414.486
"wt_4",304.364,18291.721
"wt_4",304.693,18425.188
"wt_4",305.023,18348.883
"wt_4",305.352,18274.26
"wt_4",305.682,18174.371
"wt_4",306.011,18241.695
"wt_4",306.34,18230.928
"wt_4",306.67,18197.51
"wt_4",306.999,18213.16
"wt_4",307.329,18128.043
"wt_4",307.658,18218.309
"wt_4",307.987,18218.547
"wt_4",308.317,18373.119
"wt_4",308.646,18646.676
"wt_4",308.976,18515.289
"wt_4",309.305,18556.428
"wt_4",309.634,18756.639
"wt_4",309.964,18667.551
"wt_4",310.293,18459.871
"wt_4",310.623,18501.127
"wt_4",310.952,18337.682
"wt_4",311.281,18402.326
"wt_4",311.611,18366.211
"wt_4",311.94,18421.645
"wt_4",312.27,18444.959
"wt_4",312.599,18419.043
"wt_4",312.928,18436.621
"wt_4",313.258,18442.611
"wt_4",313.587,18362.35
"wt_4",313.917,18234.443
"wt_4",314.246,18153.826
"wt_4",314.575,18025.996
"wt_4",314.905,17988.422
"wt_4",315.234,17875.072
"wt_4",315.564,17899.277
"wt_4",315.893,17700.119
"wt_4",316.222,17700.684
"wt_4",316.552,17754.24
"wt_4",316.881,17600.551
"wt_4",317.211,17440.389
"wt_4",317.54,17465.406
"wt_4",317.869,17551.875
"wt_4",318.199,17734.053
"wt_4",318.528,17575.469
"wt_4",318.858,17494.863
"wt_4",319.187,17387.029
"wt_4",319.516,17416.377
"wt_4",319.846,17432.057
"wt_4",320.175,17389.854
"wt_4",320.505,17426.881
"wt_4",320.834,17277.525
"wt_4",321.163,17322.006
"wt_4",321.493,17228.695
"wt_4",321.822,17097.484
"wt_4",322.152,17118.213
"wt_4",322.481,17199.305
"wt_4",322.81,17324.396
"wt_4",323.14,17149.988
"wt_4",323.469,17234.18
"wt_4",323.799,17394.604
"wt_4",324.128,17274.205
"wt_4",324.457,17135.543
"wt_4",324.787,17196.217
"wt_4",325.116,17146.121
"wt_4",325.446,17195.156
"wt_4",325.775,17151.254
"wt_4",326.104,17234.271
"wt_4",326.434,17102.25
"wt_4",326.763,17054.137
"wt_4",327.092,17110.725
"wt_4",327.422,16804.629
"wt_4",327.751,16870.283
"wt_4",328.081,16839.299
"wt_4",328.41,16566.656
"wt_4",328.74,16551.227
"wt_4",329.069,16363.03
"wt_4",329.398,16454.771
"wt_4",329.728,16363.064
"wt_4",330.057,16315.126
"wt_4",330.386,16211.292
"wt_4",330.716,16148.344
"wt_4",331.045,16219.863
"wt_4",331.375,16436.201
"wt_4",331.704,16448.25
"wt_4",332.033,16559.686
"wt_4",332.363,16647.574
"wt_4",332.692,16821.064
"wt_4",333.022,17162.945
"wt_4",333.351,17247.547
"wt_4",333.68,17388.564
"wt_4",334.01,17448.557
"wt_4",334.339,17606.816
"wt_4",334.669,17557.041
"wt_4",334.998,17746.934
"wt_4",335.327,17821.092
"wt_4",335.657,18042.836
"wt_4",335.986,17920.514
"wt_4",336.316,17932.82
"wt_4",336.645,17979.055
"wt_4",336.974,17892.627
"wt_4",337.304,17813.197
"wt_4",337.633,17696.549
"wt_4",337.963,17628.338
"wt_4",338.292,17572.17
"wt_4",338.621,17703.658
"wt_4",338.951,17565.621
"wt_4",339.28,17339.066
"wt_4",339.61,17407.496
"wt_4",339.939,17268.674
"wt_4",340.268,17128.326
"wt_4",340.598,16906.887
"wt_4",340.927,16777.734
"wt_4",341.257,16794.43
"wt_4",341.586,16530.154
"wt_4",341.915,16398.225
"wt_4",342.245,16322.598
"wt_4",342.574,16262.704
"wt_4",342.904,16175.783
"wt_4",343.233,16152.061
"wt_4",343.562,16059.954
"wt_4",343.892,15934.188
"wt_4",344.221,15838.966
"wt_4",344.551,15917.6
"wt_4",344.88,15921.853
"wt_4",345.209,16066.126
"wt_4",345.539,16103.993
"wt_4",345.868,16268.611
"wt_4",346.198,16284.815
"wt_4",346.527,16260.071
"wt_4",346.856,16384.078
"wt_4",347.186,16484.746
"wt_4",347.515,16542.607
"wt_4",347.845,16559.74
"wt_4",348.174,16452.049
"wt_4",348.503,16383.264
"wt_4",348.833,16348.156
"wt_4",349.162,16155.992
"wt_4",349.492,16257.365
"wt_4",349.821,16057.248
"wt_4",350.15,15938.613
"wt_4",350.48,15779.922
"wt_4",350.809,15632.197
"wt_4",351.139,15237.58
"wt_4",351.468,15133.402
"wt_4",351.797,15002.88
"wt_4",352.127,14994.303
"wt_4",352.456,14916.1
"wt_4",352.786,14783.991
"wt_4",353.115,14747.585
"wt_4",353.444,14666.216
"wt_4",353.774,14551.697
"wt_4",354.103,14400.538
"wt_4",354.433,14439.754
"wt_4",354.762,14529.032
"wt_4",355.091,14522.372
"wt_4",355.421,14529.764
"wt_4",355.75,14583.243
"wt_4",356.08,14652.122
"wt_4",356.409,14704.96
"wt_4",356.738,14827.759
"wt_4",357.068,14797.206
"wt_4",357.397,14961.771
"wt_4",357.727,14870.256
"wt_4",358.056,14886.293
"wt_4",358.385,14978.366
"wt_4",358.715,14973.277
"wt_4",359.044,14923.766
"wt_4",359.374,14918.655
"wt_4",359.703,14799.483
"wt_4",360.032,14736.467
"wt_4",360.362,14696.273
"wt_4",360.691,14712.793
"wt_4",361.021,14554.499
"wt_4",361.35,14573.464
"wt_4",361.679,14418.432
"wt_4",362.009,14360.01
"wt_4",362.338,14422.619
"wt_4",362.668,14486.905
"wt_4",362.997,14416.421
"wt_4",363.326,14507.213
"wt_4",363.656,14519.404
"wt_4",363.985,14525.041
"wt_4",364.315,14395.271
"wt_4",364.644,14401.757
"wt_4",364.973,14347.339
"wt_4",365.303,14267.683
"wt_4",365.632,14255.995
"wt_4",365.962,14120.093
"wt_4",366.291,14112.38
"wt_4",366.62,14144.299
"wt_4",366.95,14196.163
"wt_4",367.279,13981.334
"wt_4",367.608,13989.188
"wt_4",367.938,14124.467
"wt_4",368.267,14021.867
"wt_4",368.597,14040.179
"wt_4",368.926,14106.663
"wt_4",369.255,13908.873
"wt_4",369.585,13960.547
"wt_4",369.914,13828.005
"wt_4",370.244,13859.025
"wt_4",370.573,13790.791
"wt_4",370.902,13836.178
"wt_4",371.232,13719.582
"wt_4",371.561,13679.406
"wt_4",371.891,13697.46
"wt_4",372.22,13672.885
"wt_4",372.549,13746.487
"wt_4",372.879,13888.899
"wt_4",373.208,13849.16
"wt_4",373.538,13672.514
"wt_4",373.867,13714.707
"wt_4",374.196,13850.06
"wt_4",374.526,13836.027
"wt_4",374.855,13841.445
"wt_4",375.185,13932.498
"wt_4",375.514,13963.736
"wt_4",375.843,13819.279
"wt_4",376.173,13792.925
"wt_4",376.502,13849.931
"wt_4",376.832,13776.485
"wt_4",377.161,13643.843
"wt_4",377.49,13584.816
"wt_4",377.82,13609.429
"wt_4",378.149,13615.574
"wt_4",378.479,13612.022
"wt_4",378.808,13748.152
"wt_4",379.137,13706.374
"wt_4",379.467,13701.234
"wt_4",379.796,13728.821
"wt_4",380.126,13721.522
"wt_4",380.455,13802.642
"wt_4",380.784,13739.247
"wt_4",381.114,13702.463
"wt_4",381.443,13655.376
"wt_4",381.773,13723.993
"wt_4",382.102,13728.042
"wt_4",382.431,13697.801
"wt_4",382.761,13674.078
"wt_4",383.09,13506.616
"wt_4",383.42,13448.216
"wt_4",383.749,13536.262
"wt_4",384.078,13490.891
"wt_4",384.408,13356.207
"wt_4",384.737,13380.188
"wt_4",385.067,13218.415
"wt_4",385.396,13227.458
"wt_4",385.725,13215.83
"wt_4",386.055,13334.897
"wt_4",386.384,13212.939
"wt_4",386.714,13194.773
"wt_4",387.043,13307.262
"wt_4",387.372,13282.362
"wt_4",387.702,13212.432
"wt_4",388.031,13250.2
"wt_4",388.361,13244.39
"wt_4",388.69,13300.246
"wt_4",389.019,13327.068
"wt_4",389.349,13349.775
"wt_4",389.678,13390.702
"wt_4",390.008,13335.803
"wt_4",390.337,13419.061
"wt_4",390.666,13390.873
"wt_4",390.996,13547.354
"wt_4",391.325,13571.113
"wt_4",391.655,13664.219
"wt_4",391.984,13730.682
"wt_4",392.313,13651.146
"wt_4",392.643,13715.501
"wt_4",392.972,13657.347
"wt_4",393.302,13699.484
"wt_4",393.631,13744.343
"wt_4",393.96,13778.106
"wt_4",394.29,13842.216
"wt_4",394.619,13705.123
"wt_4",394.949,13626.126
"wt_4",395.278,13592.001
"wt_4",395.607,13684.893
"wt_4",395.937,13884.192
"wt_4",396.266,13799.32
"wt_4",396.596,13780.666
"wt_4",396.925,13740.068
"wt_4",397.254,13664.778
"wt_4",397.584,13831.713
"wt_4",397.913,13931.04
"wt_4",398.243,13955.451
"wt_4",398.572,13928.608
"wt_4",398.901,13786.604
"wt_4",399.231,13602.275
"wt_4",399.56,13651.023
"wt_4",399.89,13625.381
"wt_4",400.219,13663.901
"wt_4",400.548,13671.164
"wt_4",400.878,13766.825
"wt_4",401.207,13639.351
"wt_4",401.537,13673.611
"wt_4",401.866,13589.296
"wt_4",402.195,13633.66
"wt_4",402.525,13535.422
"wt_4",402.854,13609.971
"wt_4",403.184,13591.769
"wt_4",403.513,13694.901
"wt_4",403.842,13634.976
"wt_4",404.172,13605.161
"wt_4",404.501,13725.756
"wt_4",404.831,13711.479
"wt_4",405.16,13591.201
"wt_4",405.489,13550.664
"wt_4",405.819,13590.224
"wt_4",406.148,13573.189
"wt_4",406.477,13596.888
"wt_4",406.807,13629.706
"wt_4",407.136,13533.316
"wt_4",407.466,13730.002
"wt_4",407.795,13778.391
"wt_4",408.124,13768.077
"wt_4",408.454,13885.493
"wt_4",408.783,13827.916
"wt_4",409.113,13855.36
"wt_4",409.442,13882.745
"wt_4",409.771,13929.407
"wt_4",410.101,13969.623
"wt_4",410.43,13909.139
"wt_4",410.76,13902.022
"wt_4",411.089,13945.712
"wt_4",411.418,13997.974
"wt_4",411.748,14096.032
"wt_4",412.077,14001.623
"wt_4",412.407,14084.697
"wt_4",412.736,14172.155
"wt_4",413.065,14056.31
"wt_4",413.395,14026.601
"wt_4",413.724,14025.359
"wt_4",414.054,13987.983
"wt_4",414.383,13885.232
"wt_4",414.712,13934.179
"wt_4",415.042,13965.501
"wt_4",415.371,14022.772
"wt_4",415.701,13966.804
"wt_4",416.03,13916.671
"wt_4",416.359,13980.489
"wt_4",416.689,14052.072
"wt_4",417.018,14004.164
"wt_4",417.348,13874.885
"wt_4",417.677,13975.799
"wt_4",418.006,13899.968
"wt_4",418.336,13856.759
"wt_4",418.665,13922.197
"wt_4",418.995,13832.87
"wt_4",419.324,13755.035
"wt_4",419.653,13757.633
"wt_4",419.983,13797.797
"wt_4",420.312,13727.068
"wt_4",420.642,13680.925
"wt_4",420.971,13677.591
"wt_4",421.3,13774.071
"wt_4",421.63,13740.963
"wt_4",421.959,13703.841
"wt_4",422.289,13666.405
"wt_4",422.618,13702.308
"wt_4",422.947,13772.525
"wt_4",423.277,13717.525
"wt_4",423.606,13785.183
"wt_4",423.936,13807.497
"wt_4",424.265,13752.854
"wt_4",424.594,13778.401
"wt_4",424.924,13697.285
"wt_4",425.253,13624.646
"wt_4",425.583,13515.689
"wt_4",425.912,13614.43
"wt_4",426.241,13560.569
"wt_4",426.571,13405.252
"wt_4",426.9,13489.085
"wt_4",427.23,13461.08
"wt_4",427.559,13430.2
"wt_4",427.888,13411.806
"wt_4",428.218,13487.97
"wt_4",428.547,13576.583
"wt_4",428.877,13425.374
"wt_4",429.206,13355.319
"wt_4",429.535,13310.228
"wt_4",429.865,13358.726
"wt_4",430.194,13408.085
"wt_4",430.524,13457.099
"wt_4",430.853,13336.665
"wt_4",431.182,13279.408
"wt_4",431.512,13282.301
"wt_4",431.841,13274.531
"wt_4",432.171,13346.925
"wt_4",432.5,13419.008
"wt_4",432.829,13411.858
"wt_4",433.159,13376.729
"wt_4",433.488,13479.25
"wt_4",433.818,13447.651
"wt_4",434.147,13620.179
"wt_4",434.476,13513.234
"wt_4",434.806,13621.618
"wt_4",435.135,13547.892
"wt_4",435.465,13516.59
"wt_4",435.794,13624.05
"wt_4",436.123,13637.819
"wt_4",436.453,13603.708
"wt_4",436.782,13662.876
"wt_4",437.112,13721.764
"wt_4",437.441,13647.006
"wt_4",437.77,13697.672
"wt_4",438.1,13776.007
"wt_4",438.429,13700.478
"wt_4",438.759,13763.28
"wt_4",439.088,13749.187
"wt_4",439.417,13756.744
"wt_4",439.747,13731.184
"wt_4",440.076,13758.747
"wt_4",440.406,13654.182
"wt_4",440.735,13765.403
"wt_4",441.064,13857.721
"wt_4",441.394,13737.545
"wt_4",441.723,13820.963
"wt_4",442.053,13765.22
"wt_4",442.382,13930.086
"wt_4",442.711,13811.802
"wt_4",443.041,13839.29
"wt_4",443.37,13864.562
"wt_4",443.699,13748.636
"wt_4",444.029,13805.727
"wt_4",444.358,13695.229
"wt_4",444.688,13599.224
"wt_4",445.017,13707.351
"wt_4",445.346,13566.224
"wt_4",445.676,13671.223
"wt_4",446.005,13702.973
"wt_4",446.335,13601.239
"wt_4",446.664,13575.146
"wt_4",446.993,13611.243
"wt_4",447.323,13675.438
"wt_4",447.652,13601.743
"wt_4",447.982,13595.64
"wt_4",448.311,13632.678
"wt_4",448.64,13614.751
"wt_4",448.97,13509.452
"wt_4",449.299,13670.687
"wt_4",449.629,13523.713
"wt_4",449.958,13621.725
"wt_4",450.287,13684.552
"wt_4",450.617,13645.917
"wt_4",450.946,13597.874
"wt_4",451.276,13716.922
"wt_4",451.605,13770.899
"wt_4",451.934,13763.117
"wt_4",452.264,13815.644
"wt_4",452.593,13782.958
"wt_4",452.923,13764.739
"wt_4",453.252,13744.483
"wt_4",453.581,13974.737
"wt_4",453.911,14019.921
"wt_4",454.24,14179.199
"wt_4",454.57,14080.097
"wt_4",454.899,14136.143
"wt_4",455.228,14149.922
"wt_4",455.558,14107.884
"wt_4",455.887,14128.229
"wt_4",456.217,14194.391
"wt_4",456.546,14204.496
"wt_4",456.875,14201.114
"wt_4",457.205,13989.732
"wt_4",457.534,13978.217
"wt_4",457.864,13881.89
"wt_4",458.193,13935.759
"wt_4",458.522,13840.162
"wt_4",458.852,13837.829
"wt_4",459.181,13777.729
"wt_4",459.511,13738.357
"wt_4",459.84,13669.799
"wt_4",460.169,13776.354
"wt_4",460.499,13741.601
"wt_4",460.828,13746.705
"wt_4",461.158,13760.263
"wt_4",461.487,13658.027
"wt_4",461.816,13673.389
"wt_4",462.146,13797.294
"wt_4",462.475,13645.281
"wt_4",462.805,13671.168
"wt_4",463.134,13725.92
"wt_4",463.463,13604.838
"wt_4",463.793,13568.635
"wt_4",464.122,13524.032
"wt_4",464.452,13576.777
"wt_4",464.781,13688.929
"wt_4",465.11,13711.853
"wt_4",465.44,13719.557
"wt_4",465.769,13627.4
"wt_4",466.099,13685.055
"wt_4",466.428,13637.522
"wt_4",466.757,13588.678
"wt_4",467.087,13441.512
"wt_4",467.416,13500.574
"wt_4",467.746,13775.973
"wt_4",468.075,13688.838
"wt_4",468.404,13711.64
"wt_4",468.734,13864.621
"wt_4",469.063,13896.677
"wt_4",469.393,13815.045
"wt_4",469.722,13901.806
"wt_4",470.051,13898.813
"wt_4",470.381,13917.438
"wt_4",470.71,13749.04
"wt_4",471.04,13642.813
"wt_4",471.369,13698.726
"wt_4",471.698,13768.689
"wt_4",472.028,13772.659
"wt_4",472.357,13682.591
"wt_4",472.687,13644.953
"wt_4",473.016,13664.247
"wt_4",473.345,13668.881
"wt_4",473.675,13551.107
"wt_4",474.004,13627.668
"wt_4",474.334,13651.099
"wt_4",474.663,13539.144
"wt_4",474.992,13632.917
"wt_4",475.322,13590.674
"wt_4",475.651,13457.425
"wt_4",475.981,13424.774
"wt_4",476.31,13591.82
"wt_4",476.639,13538.604
"wt_4",476.969,13505.132
"wt_4",477.298,13637.723
"wt_4",477.628,13637.673
"wt_4",477.957,13730.409
"wt_4",478.286,13681.354
"wt_4",478.616,13546.834
"wt_4",478.945,13582.831
"wt_4",479.275,13529.412
"wt_4",479.604,13596.78
"wt_4",479.933,13674.208
"wt_4",480.263,13707.857
"wt_4",480.592,13554.837
"wt_4",480.922,13567.933
"wt_4",481.251,13564.892
"wt_4",481.58,13521.461
"wt_4",481.91,13506.519
"wt_4",482.239,13406.391
"wt_4",482.569,13380.237
"wt_4",482.898,13388.81
"wt_4",483.227,13407.813
"wt_4",483.557,13500.164
"wt_4",483.886,13606.157
"wt_4",484.215,13557.096
"wt_4",484.545,13571.503
"wt_4",484.874,13573.949
"wt_4",485.204,13505.952
"wt_4",485.533,13575.425
"wt_4",485.862,13598.454
"wt_4",486.192,13526.08
"wt_4",486.521,13440.465
"wt_4",486.851,13500.209
"wt_4",487.18,13472.606
"wt_4",487.509,13545.045
"wt_4",487.839,13593.854
"wt_4",488.168,13566.814
"wt_4",488.498,13426.184
"wt_4",488.827,13510.268
"wt_4",489.156,13388.511
"wt_4",489.486,13407.449
"wt_4",489.815,13385.176
"wt_4",490.145,13460.359
"wt_4",490.474,13477.746
"wt_4",490.803,13293.878
"wt_4",491.133,13282.105
"wt_4",491.462,13229.4
"wt_4",491.792,13296.553
"wt_4",492.121,13229.08
"wt_4",492.45,13145.869
"wt_4",492.78,13078.082
"wt_4",493.109,13147.013
"wt_4",493.439,13081.021
"wt_4",493.768,13074.346
"wt_4",494.097,13001.661
"wt_4",494.427,12963.62
"wt_4",494.756,12963.08
"wt_4",495.086,12934.086
"wt_4",495.415,12821.51
"wt_4",495.744,12683.745
